time_s,roll_deg,pitch_deg,airspeed,altitude,lat,lon
69.316,4.55,11.99,28.44,595.66,-35.3641987,149.1769473
69.388,4.99,11.89,28.51,596.42,-35.3641918,149.1769176
69.448,5.28,11.77,28.51,596.42,-35.3641918,149.1769176
69.502,5.69,11.64,28.59,596.64,-35.3641866,149.1768867
69.552,5.96,11.57,28.59,596.64,-35.3641866,149.1768867
69.620,6.31,11.43,28.63,596.95,-35.3641803,149.1768566
69.658,6.54,11.34,28.63,596.95,-35.3641803,149.1768566
69.730,6.87,11.18,28.72,597.69,-35.3641755,149.1768256
69.765,7.04,11.05,28.72,597.69,-35.3641755,149.1768256
69.842,7.27,10.88,28.78,597.90,-35.3641697,149.1767951
69.890,7.44,10.79,28.78,597.90,-35.3641697,149.1767951
69.955,7.63,10.60,28.88,598.52,-35.3641654,149.1767638
70.004,7.70,10.45,28.88,598.52,-35.3641654,149.1767638
70.077,7.87,10.26,28.95,598.71,-35.3641601,149.1767330
70.119,8.01,10.13,28.95,598.71,-35.3641601,149.1767330
70.180,8.04,9.93,29.03,599.38,-35.3641562,149.1767013
70.220,8.03,9.79,29.03,599.38,-35.3641562,149.1767013
70.290,8.20,9.58,29.10,599.72,-35.3641514,149.1766702
70.337,8.22,9.44,29.10,599.72,-35.3641514,149.1766702
70.397,7.90,9.25,29.16,599.80,-35.3641477,149.1766381
70.441,7.99,9.09,29.16,599.80,-35.3641477,149.1766381
70.501,8.44,8.86,29.22,600.30,-35.3641433,149.1766067
70.539,7.89,8.75,29.22,600.30,-35.3641433,149.1766067
70.608,6.85,8.56,29.30,600.54,-35.3641398,149.1765744
70.649,8.09,8.36,29.30,600.54,-35.3641398,149.1765744
70.715,8.50,8.11,29.37,600.76,-35.3641357,149.1765427
70.760,6.96,8.05,29.37,600.76,-35.3641357,149.1765427
70.816,6.61,7.85,29.47,601.34,-35.3641326,149.1765103
70.870,7.38,7.62,29.47,601.34,-35.3641326,149.1765103
70.933,6.94,7.40,29.53,601.35,-35.3641288,149.1764783
70.972,6.23,7.35,29.53,601.35,-35.3641288,149.1764783
71.039,5.97,7.11,29.60,601.56,-35.3641261,149.1764456
71.079,5.89,6.91,29.60,601.56,-35.3641261,149.1764456
71.144,5.36,6.74,29.68,601.97,-35.3641226,149.1764134
71.198,4.89,6.63,29.68,601.97,-35.3641226,149.1764134
71.260,4.29,6.41,29.75,602.25,-35.3641201,149.1763805
71.305,3.88,6.29,29.75,602.25,-35.3641201,149.1763805
71.372,3.16,6.12,29.84,602.56,-35.3641169,149.1763480
71.411,2.73,5.96,29.84,602.56,-35.3641169,149.1763480
71.482,2.07,5.78,29.88,602.54,-35.3641145,149.1763149
71.520,1.60,5.69,29.88,602.54,-35.3641145,149.1763149
71.586,1.97,3.25,29.93,602.59,-35.3641116,149.1762822
71.642,1.49,3.11,29.93,602.59,-35.3641116,149.1762822
71.691,0.72,2.96,29.98,601.14,-35.3641115,149.1762766
71.739,0.19,2.87,29.98,601.14,-35.3641115,149.1762766
71.799,-0.65,2.75,30.05,601.30,-35.3641077,149.1762290
71.834,-1.22,2.69,30.05,601.30,-35.3641077,149.1762290
71.903,-2.10,2.61,30.12,601.45,-35.3641042,149.1761835
71.946,-2.71,2.57,30.12,601.45,-35.3641042,149.1761835
72.020,-3.66,2.52,30.17,601.58,-35.3641012,149.1761420
72.072,-4.31,2.52,30.17,601.58,-35.3641012,149.1761420
72.139,-5.30,2.50,30.21,601.71,-35.3640986,149.1761032
72.197,-5.98,2.49,30.21,601.71,-35.3640986,149.1761032
72.270,-7.06,2.52,30.25,601.82,-35.3640962,149.1760662
72.315,-7.78,2.54,30.25,601.82,-35.3640962,149.1760662
72.394,-8.88,2.56,30.26,601.93,-35.3640941,149.1760305
72.432,-9.62,2.58,30.26,601.93,-35.3640941,149.1760305
72.508,-10.76,2.61,30.26,602.04,-35.3640923,149.1759957
72.572,-11.51,2.64,30.26,602.04,-35.3640923,149.1759957
72.635,-12.62,2.69,30.26,602.15,-35.3640906,149.1759615
72.685,-13.35,2.72,30.26,602.15,-35.3640906,149.1759615
72.755,-14.47,2.77,30.26,602.26,-35.3640892,149.1759277
72.799,-15.19,2.82,30.26,602.26,-35.3640892,149.1759277
72.875,-16.24,2.87,30.25,602.38,-35.3640880,149.1758943
72.912,-16.96,2.90,30.25,602.38,-35.3640880,149.1758943
72.982,-18.04,2.94,30.22,602.50,-35.3640871,149.1758610
73.031,-18.66,2.98,30.22,602.50,-35.3640871,149.1758610
73.096,-19.62,3.01,30.19,602.63,-35.3640865,149.1758279
73.150,-20.38,3.04,30.19,602.63,-35.3640865,149.1758279
73.216,-21.37,3.07,30.14,602.76,-35.3640862,149.1757949
73.260,-21.77,3.09,30.14,602.76,-35.3640862,149.1757949
73.345,-22.67,3.11,30.12,602.89,-35.3640863,149.1757619
73.400,-23.65,3.11,30.12,602.89,-35.3640863,149.1757619
73.472,-24.51,3.12,30.09,603.02,-35.3640867,149.1757290
73.529,-24.35,3.16,30.09,603.02,-35.3640867,149.1757290
73.585,-25.13,3.15,30.07,603.15,-35.3640875,149.1756962
73.639,-26.92,3.10,30.07,603.15,-35.3640875,149.1756962
73.709,-27.47,3.12,30.01,603.28,-35.3640887,149.1756634
73.749,-26.85,3.14,30.01,603.28,-35.3640887,149.1756634
73.825,-27.79,3.08,30.00,603.41,-35.3640903,149.1756308
73.865,-28.88,3.07,30.00,603.41,-35.3640903,149.1756308
73.942,-29.31,3.05,29.97,603.54,-35.3640923,149.1755981
73.994,-29.36,2.99,29.97,603.54,-35.3640923,149.1755981
74.059,-30.00,2.94,29.92,603.65,-35.3640949,149.1755655
74.112,-30.47,2.93,29.92,603.65,-35.3640949,149.1755655
74.186,-30.91,2.86,29.89,603.77,-35.3640980,149.1755330
74.223,-31.17,2.80,29.89,603.77,-35.3640980,149.1755330
74.291,-31.62,2.75,29.86,603.87,-35.3641016,149.1755006
74.329,-31.91,2.69,29.86,603.87,-35.3641016,149.1755006
74.398,-32.27,2.60,29.82,603.96,-35.3641058,149.1754683
74.451,-32.50,2.59,29.82,603.96,-35.3641058,149.1754683
74.509,-32.83,2.51,29.79,604.04,-35.3641105,149.1754361
74.552,-33.04,2.42,29.79,604.04,-35.3641105,149.1754361
74.613,-33.34,2.35,29.77,604.11,-35.3641157,149.1754040
74.653,-33.52,2.31,29.77,604.11,-35.3641157,149.1754040
74.723,-33.76,2.22,29.75,604.17,-35.3641216,149.1753722
74.767,-33.91,2.16,29.75,604.17,-35.3641216,149.1753722
74.828,-34.12,2.08,29.73,604.22,-35.3641280,149.1753404
74.877,-34.26,2.03,29.73,604.22,-35.3641280,149.1753404
74.940,-34.45,1.94,29.72,604.26,-35.3641350,149.1753090
74.992,-34.56,1.89,29.72,604.26,-35.3641350,149.1753090
75.058,-34.71,1.83,29.72,604.28,-35.3641426,149.1752777
75.098,-34.81,1.78,29.72,604.28,-35.3641426,149.1752777
75.167,-34.94,1.72,29.71,604.29,-35.3641509,149.1752467
75.201,-35.00,1.69,29.71,604.29,-35.3641509,149.1752467
75.280,-35.09,1.64,29.68,604.29,-35.3641597,149.1752159
75.335,-35.19,1.60,29.68,604.29,-35.3641597,149.1752159
75.395,-35.27,1.55,29.66,604.27,-35.3641692,149.1751855
75.451,-35.28,1.53,29.66,604.27,-35.3641692,149.1751855
75.523,-35.38,1.50,29.66,604.25,-35.3641794,149.1751554
75.560,-35.47,1.49,29.66,604.25,-35.3641794,149.1751554
75.644,-35.46,1.47,29.62,604.22,-35.3641901,149.1751257
75.689,-35.47,1.46,29.62,604.22,-35.3641901,149.1751257
75.757,-35.64,1.44,29.59,604.18,-35.3642015,149.1750963
75.802,-35.68,1.45,29.59,604.18,-35.3642015,149.1750963
75.862,-35.54,1.46,29.59,604.13,-35.3642135,149.1750675
75.908,-35.65,1.45,29.59,604.13,-35.3642135,149.1750675
75.979,-35.97,1.45,29.58,604.08,-35.3642262,149.1750389
76.021,-35.75,1.48,29.58,604.08,-35.3642262,149.1750389
76.095,-35.44,1.51,29.53,604.03,-35.3642395,149.1750110
76.145,-36.01,1.49,29.53,604.03,-35.3642395,149.1750110
76.211,-36.36,1.51,29.49,603.97,-35.3642534,149.1749835
76.264,-35.37,1.61,29.49,603.97,-35.3642534,149.1749835
76.318,-35.27,1.63,29.46,603.90,-35.3642679,149.1749566
76.365,-37.05,1.55,29.46,603.90,-35.3642679,149.1749566
76.432,-36.72,1.66,29.44,603.84,-35.3642830,149.1749302
76.469,-34.03,1.85,29.44,603.84,-35.3642830,149.1749302
76.538,-35.16,1.77,29.40,603.77,-35.3642988,149.1749045
76.577,-36.90,1.74,29.40,603.77,-35.3642988,149.1749045
76.649,-35.95,1.89,29.35,603.71,-35.3643151,149.1748793
76.696,-35.38,1.95,29.35,603.71,-35.3643151,149.1748793
76.757,-36.02,2.00,29.29,603.65,-35.3643320,149.1748549
76.812,-36.21,2.06,29.29,603.65,-35.3643320,149.1748549
76.878,-36.13,2.16,29.27,603.60,-35.3643494,149.1748309
76.914,-36.19,2.22,29.27,603.60,-35.3643494,149.1748309
76.980,-36.32,2.29,29.22,603.55,-35.3643673,149.1748079
77.017,-36.36,2.36,29.22,603.55,-35.3643673,149.1748079
77.084,-36.44,2.46,29.18,603.50,-35.3643858,149.1747854
77.130,-36.49,2.53,29.18,603.50,-35.3643858,149.1747854
77.187,-36.55,2.61,29.14,603.44,-35.3644049,149.1747638
77.239,-36.57,2.67,29.14,603.44,-35.3644049,149.1747638
