time_s,roll_deg,pitch_deg,airspeed,altitude,lat,lon
120.025,35.12,4.89,0.00,0.00,0.0000000,0.0000000
120.081,34.92,4.88,0.00,0.00,0.0000000,0.0000000
120.121,34.87,4.87,30.41,624.16,-35.3714220,149.1800503
120.185,35.06,4.85,30.41,624.16,-35.3714220,149.1800503
120.225,35.07,4.84,30.40,624.16,-35.3714479,149.1800606
120.281,34.80,4.81,30.40,624.16,-35.3714479,149.1800606
120.321,34.44,4.83,30.41,624.16,-35.3714739,149.1800708
120.385,33.55,4.86,30.41,624.16,-35.3714739,149.1800708
120.425,33.07,4.76,30.42,624.16,-35.3715000,149.1800807
120.481,32.19,4.60,30.42,624.16,-35.3715000,149.1800807
120.521,30.72,4.65,30.40,624.13,-35.3715262,149.1800904
120.585,28.66,4.56,30.40,624.13,-35.3715262,149.1800904
120.625,27.97,4.34,30.43,624.09,-35.3715524,149.1800996
120.681,26.18,4.18,30.43,624.09,-35.3715524,149.1800996
120.721,24.42,4.15,30.42,624.04,-35.3715788,149.1801084
120.785,22.30,3.94,30.42,624.04,-35.3715788,149.1801084
120.825,21.06,3.79,30.44,623.97,-35.3716053,149.1801167
120.881,18.80,3.64,30.44,623.97,-35.3716053,149.1801167
120.921,17.25,3.53,30.44,623.89,-35.3716320,149.1801245
120.985,15.05,3.35,30.44,623.89,-35.3716320,149.1801245
121.025,13.59,3.25,30.48,623.81,-35.3716587,149.1801319
121.081,11.39,3.10,30.48,623.81,-35.3716587,149.1801319
121.121,9.95,2.99,30.48,623.71,-35.3716855,149.1801389
121.185,7.82,2.84,30.48,623.71,-35.3716855,149.1801389
121.225,6.42,2.74,30.52,623.62,-35.3717124,149.1801457
121.281,4.40,2.57,30.52,623.62,-35.3717124,149.1801457
121.321,3.06,2.44,30.51,623.52,-35.3717393,149.1801522
121.385,1.10,2.26,30.51,623.52,-35.3717393,149.1801522
121.425,-0.16,2.13,30.52,623.42,-35.3717662,149.1801586
121.481,-1.99,1.89,30.52,623.42,-35.3717662,149.1801586
121.521,-3.18,1.72,30.53,623.31,-35.3717932,149.1801649
121.585,-4.96,1.42,30.53,623.31,-35.3717932,149.1801649
121.625,-6.10,1.19,30.57,623.19,-35.3718202,149.1801713
121.681,-7.73,0.78,30.57,623.19,-35.3718202,149.1801713
121.721,-8.80,0.46,30.57,623.06,-35.3718471,149.1801778
121.785,-10.42,-0.13,30.57,623.06,-35.3718471,149.1801778
121.825,-11.45,-0.62,30.61,622.89,-35.3718741,149.1801844
121.881,-12.92,-1.55,30.61,622.89,-35.3718741,149.1801844
121.921,-13.95,-2.39,30.62,622.67,-35.3719009,149.1801913
121.985,-14.17,-3.70,30.62,622.67,-35.3719009,149.1801913
122.025,-14.01,-4.44,30.68,622.38,-35.3719278,149.1801986
122.081,-17.28,-5.55,30.68,622.38,-35.3719278,149.1801986
122.121,-19.62,-6.32,30.70,621.97,-35.3719545,149.1802061
122.185,-15.91,-7.24,30.70,621.97,-35.3719545,149.1802061
122.225,-14.20,-7.82,30.83,621.46,-35.3719811,149.1802142
122.281,-24.92,-8.98,30.83,621.46,-35.3719811,149.1802142
122.321,-25.86,-9.48,30.87,620.86,-35.3720076,149.1802223
122.385,-17.45,-9.86,30.87,620.86,-35.3720076,149.1802223
122.425,-21.62,-10.47,30.96,620.17,-35.3720339,149.1802311
122.481,-27.56,-11.62,30.96,620.17,-35.3720339,149.1802311
122.521,-22.96,-11.98,31.02,619.41,-35.3720600,149.1802401
122.585,-21.56,-12.41,31.02,619.41,-35.3720600,149.1802401
122.625,-26.87,-13.02,31.12,618.54,-35.3720856,149.1802499
122.681,-29.79,-13.91,31.12,618.54,-35.3720856,149.1802499
122.721,-26.17,-14.24,31.16,617.61,-35.3721110,149.1802600
122.785,-23.34,-14.74,31.16,617.61,-35.3721110,149.1802600
122.825,-24.78,-15.32,31.23,616.59,-35.3721359,149.1802708
122.881,-22.71,-15.85,31.23,616.59,-35.3721359,149.1802708
122.921,-19.42,-15.93,31.26,615.52,-35.3721605,149.1802821
122.985,-16.23,-16.36,31.26,615.52,-35.3721605,149.1802821
123.025,-14.22,-16.64,31.34,614.36,-35.3721846,149.1802940
123.081,-10.45,-16.71,31.34,614.36,-35.3721846,149.1802940
123.121,-8.24,-16.79,31.35,613.16,-35.3722085,149.1803062
123.185,-5.44,-16.97,31.35,613.16,-35.3722085,149.1803062
123.225,-3.50,-17.01,31.41,611.90,-35.3722320,149.1803187
123.281,-0.91,-16.98,31.41,611.90,-35.3722320,149.1803187
123.321,0.52,-17.01,31.42,610.60,-35.3722554,149.1803314
123.385,2.19,-17.07,31.42,610.60,-35.3722554,149.1803314
123.425,2.85,-17.03,31.52,609.26,-35.3722787,149.1803440
123.481,2.60,-17.05,31.52,609.26,-35.3722787,149.1803440
123.521,1.29,-17.10,31.52,607.88,-35.3723019,149.1803565
123.585,-2.17,-17.16,31.52,607.88,-35.3723019,149.1803565
123.625,-4.85,-17.20,31.58,606.50,-35.3723252,149.1803688
123.681,-8.18,-17.33,31.58,606.50,-35.3723252,149.1803688
123.721,-9.68,-17.43,31.53,605.11,-35.3723484,149.1803812
123.785,-12.32,-17.55,31.53,605.11,-35.3723484,149.1803812
123.825,-15.62,-17.65,31.54,603.74,-35.3723714,149.1803938
123.881,-20.83,-17.86,31.54,603.74,-35.3723714,149.1803938
123.921,-18.92,-18.00,31.47,602.36,-35.3723944,149.1804065
123.985,-15.48,-18.11,31.47,602.36,-35.3723944,149.1804065
124.025,-23.57,-18.40,31.46,600.98,-35.3724167,149.1804202
124.081,-30.36,-18.61,31.46,600.98,-35.3724167,149.1804202
124.121,-21.34,-18.39,31.38,599.62,-35.3724394,149.1804334
124.185,-23.11,-18.52,31.38,599.62,-35.3724394,149.1804334
124.225,-33.26,-19.12,31.40,598.21,-35.3724609,149.1804485
124.281,-29.91,-19.28,31.40,598.21,-35.3724609,149.1804485
124.321,-25.36,-19.24,31.31,596.84,-35.3724824,149.1804637
124.385,-31.76,-19.59,31.31,596.84,-35.3724824,149.1804637
124.425,-34.89,-20.09,31.31,595.40,-35.3725030,149.1804799
124.481,-31.53,-20.39,31.31,595.40,-35.3725030,149.1804799
124.521,-29.35,-20.37,31.26,593.92,-35.3725231,149.1804968
124.585,-27.29,-20.84,31.26,593.92,-35.3725231,149.1804968
124.625,-25.13,-21.04,31.26,592.40,-35.3725427,149.1805141
124.681,-21.88,-20.90,31.26,592.40,-35.3725427,149.1805141
124.721,-20.00,-20.95,31.22,590.83,-35.3725616,149.1805321
124.785,-17.41,-21.08,31.22,590.83,-35.3725616,149.1805321
124.825,-15.76,-20.99,31.25,589.23,-35.3725801,149.1805506
124.881,-13.42,-20.81,31.25,589.23,-35.3725801,149.1805506
124.921,-12.08,-20.77,31.22,587.61,-35.3725982,149.1805694
124.985,-10.20,-20.64,31.22,587.61,-35.3725982,149.1805694
125.025,-9.00,-20.45,31.29,585.97,-35.3726160,149.1805886
125.081,-0.98,-13.70,31.29,585.97,-35.3726160,149.1805886
125.121,-1.26,-7.32,27.46,584.64,-35.3726317,149.1806027
125.185,1.09,7.59,27.46,584.64,-35.3726317,149.1806027
125.225,1.57,7.63,24.03,584.08,-35.3726417,149.1806034
125.281,0.87,8.28,24.03,584.08,-35.3726417,149.1806034
125.321,0.34,10.85,21.39,583.61,-35.3726504,149.1806050
125.385,-1.26,13.62,21.39,583.61,-35.3726504,149.1806050
125.425,-3.49,13.33,19.36,583.24,-35.3726588,149.1806089
125.481,-6.57,13.40,19.36,583.24,-35.3726588,149.1806089
125.521,-7.25,14.17,18.09,582.99,-35.3726676,149.1806158
125.585,-10.11,14.48,18.09,582.99,-35.3726676,149.1806158
125.625,-13.26,16.43,17.34,582.83,-35.3726767,149.1806249
125.681,-14.12,16.27,17.34,582.83,-35.3726767,149.1806249
125.721,-13.95,15.47,16.91,582.86,-35.3726860,149.1806359
125.785,-17.46,14.89,16.91,582.86,-35.3726860,149.1806359
125.825,-18.45,14.39,16.79,582.93,-35.3726953,149.1806485
125.881,-14.58,13.55,16.79,582.93,-35.3726953,149.1806485
125.921,-14.83,13.05,16.93,583.03,-35.3727048,149.1806631
125.985,-18.00,12.34,16.93,583.03,-35.3727048,149.1806631
126.025,-15.18,11.76,17.38,583.14,-35.3727147,149.1806790
126.081,-10.99,11.02,17.38,583.14,-35.3727147,149.1806790
126.121,-12.32,10.53,18.02,583.26,-35.3727247,149.1806972
126.185,-11.81,9.74,18.02,583.26,-35.3727247,149.1806972
126.225,-9.41,9.22,18.71,583.38,-35.3727352,149.1807165
126.281,-9.10,8.56,18.71,583.38,-35.3727352,149.1807165
126.321,-9.61,8.16,19.48,583.49,-35.3727458,149.1807374
126.385,-9.11,7.56,19.48,583.49,-35.3727458,149.1807374
126.425,-9.23,7.18,20.29,583.58,-35.3727567,149.1807591
126.481,-10.23,6.71,20.29,583.58,-35.3727567,149.1807591
126.521,-10.84,6.44,21.13,583.65,-35.3727680,149.1807819
126.585,-11.87,6.08,21.13,583.65,-35.3727680,149.1807819
126.625,-12.80,5.83,21.91,583.70,-35.3727797,149.1808052
126.681,-14.23,5.49,21.91,583.70,-35.3727797,149.1808052
126.721,-15.19,5.28,22.68,583.74,-35.3727916,149.1808292
126.785,-16.69,4.99,22.68,583.74,-35.3727916,149.1808292
126.825,-17.73,4.79,23.37,583.76,-35.3728038,149.1808537
126.881,-19.24,4.50,23.37,583.76,-35.3728038,149.1808537
126.921,-20.23,4.33,24.04,583.77,-35.3728161,149.1808789
126.985,-21.68,4.09,24.04,583.77,-35.3728161,149.1808789
127.025,-22.63,3.91,24.66,583.76,-35.3728286,149.1809045
127.081,-23.96,3.66,24.66,583.76,-35.3728286,149.1809045
127.121,-24.83,3.51,25.22,583.74,-35.3728411,149.1809307
127.185,-26.05,3.30,25.22,583.74,-35.3728411,149.1809307
127.225,-26.83,3.14,25.72,583.70,-35.3728535,149.1809573
127.281,-27.94,2.91,25.72,583.70,-35.3728535,149.1809573
127.321,-28.64,2.76,26.19,583.64,-35.3728659,149.1809846
127.385,-29.59,2.58,26.19,583.64,-35.3728659,149.1809846
127.425,-30.20,2.43,26.60,583.56,-35.3728781,149.1810122
127.481,-31.06,2.24,26.60,583.56,-35.3728781,149.1810122
127.521,-31.57,2.11,26.97,583.47,-35.3728900,149.1810405
127.585,-32.27,1.92,26.97,583.47,-35.3728900,149.1810405
127.625,-32.74,1.79,27.32,583.35,-35.3729017,149.1810691
127.681,-33.34,1.61,27.32,583.35,-35.3729017,149.1810691
127.721,-33.68,1.49,27.64,583.22,-35.3729131,149.1810983
127.785,-34.23,1.34,27.64,583.22,-35.3729131,149.1810983
127.825,-33.72,0.94,27.91,583.06,-35.3729241,149.1811279
127.881,-31.88,3.29,27.91,583.06,-35.3729241,149.1811279
127.921,-33.43,6.52,27.18,582.99,-35.3729338,149.1811568
127.985,-34.66,6.18,27.18,582.99,-35.3729338,149.1811568
128.025,-32.83,6.21,26.58,583.06,-35.3729405,149.1811846
128.081,-33.69,7.79,26.58,583.06,-35.3729405,149.1811846
128.121,-35.52,7.61,26.24,583.13,-35.3729453,149.1812131
128.185,-35.00,7.39,26.24,583.13,-35.3729453,149.1812131
128.225,-35.20,7.37,26.09,583.26,-35.3729495,149.1812420
128.281,-36.56,7.15,26.09,583.26,-35.3729495,149.1812420
128.321,-36.71,7.02,26.07,583.39,-35.3729532,149.1812715
128.385,-36.95,6.83,26.07,583.39,-35.3729532,149.1812715
128.425,-37.39,6.69,26.15,583.52,-35.3729564,149.1813013
128.481,-37.85,6.47,26.15,583.52,-35.3729564,149.1813013
128.521,-38.07,6.33,26.28,583.65,-35.3729591,149.1813316
128.585,-38.45,6.12,26.28,583.65,-35.3729591,149.1813316
128.625,-38.69,5.98,26.43,583.77,-35.3729613,149.1813621
128.681,-38.99,5.76,26.43,583.77,-35.3729613,149.1813621
128.721,-39.18,5.62,26.63,583.88,-35.3729629,149.1813930
128.785,-39.46,5.40,26.63,583.88,-35.3729629,149.1813930
128.825,-39.62,5.27,26.84,583.97,-35.3729640,149.1814242
128.881,-39.82,5.07,26.84,583.97,-35.3729640,149.1814242
128.921,-39.95,4.93,27.04,584.06,-35.3729644,149.1814555
128.985,-40.12,4.74,27.04,584.06,-35.3729644,149.1814555
129.025,-40.22,4.61,27.23,584.13,-35.3729641,149.1814871
129.081,-40.37,4.44,27.23,584.13,-35.3729641,149.1814871
129.121,-40.48,4.33,27.39,584.19,-35.3729632,149.1815187
129.185,-40.61,4.16,27.39,584.19,-35.3729632,149.1815187
129.225,-40.67,4.07,27.53,584.24,-35.3729616,149.1815505
129.281,-40.77,3.93,27.53,584.24,-35.3729616,149.1815505
129.321,-40.81,3.85,27.66,584.28,-35.3729593,149.1815822
129.385,-40.88,3.72,27.66,584.28,-35.3729593,149.1815822
129.425,-40.90,3.66,27.80,584.30,-35.3729563,149.1816140
129.481,-40.90,3.57,27.80,584.30,-35.3729563,149.1816140
129.521,-40.91,3.51,27.92,584.33,-35.3729525,149.1816456
129.585,-40.90,3.45,27.92,584.33,-35.3729525,149.1816456
129.625,-40.86,3.43,28.01,584.34,-35.3729480,149.1816772
129.681,-40.81,3.38,28.01,584.34,-35.3729480,149.1816772
129.721,-40.78,3.36,28.09,584.36,-35.3729427,149.1817086
129.785,-40.69,3.34,28.09,584.36,-35.3729427,149.1817086
129.825,-40.62,3.34,28.13,584.37,-35.3729365,149.1817398
129.881,-40.54,3.33,28.13,584.37,-35.3729365,149.1817398
129.921,-40.48,3.31,28.19,584.38,-35.3729296,149.1817707
129.985,-40.38,3.31,28.19,584.38,-35.3729296,149.1817707
130.025,-40.32,3.31,28.22,584.40,-35.3729219,149.1818013
130.081,-40.24,3.31,28.22,584.40,-35.3729219,149.1818013
130.121,-40.17,3.30,28.26,584.43,-35.3729134,149.1818315
130.185,-40.12,3.31,28.26,584.43,-35.3729134,149.1818315
130.225,-40.07,3.31,28.29,584.46,-35.3729040,149.1818614
130.281,-39.94,3.32,28.29,584.46,-35.3729040,149.1818614
130.321,-39.90,3.33,28.30,584.50,-35.3728940,149.1818908
130.385,-39.93,3.32,28.30,584.50,-35.3728940,149.1818908
130.425,-39.83,3.34,28.30,584.54,-35.3728831,149.1819198
130.481,-39.67,3.37,28.30,584.54,-35.3728831,149.1819198
130.521,-39.72,3.37,28.31,584.59,-35.3728716,149.1819482
130.585,-39.77,3.38,28.31,584.59,-35.3728716,149.1819482
130.625,-39.55,3.41,28.29,584.65,-35.3728593,149.1819761
130.681,-39.44,3.43,28.29,584.65,-35.3728593,149.1819761
130.721,-39.66,3.42,28.28,584.72,-35.3728464,149.1820035
130.785,-39.56,3.45,28.28,584.72,-35.3728464,149.1820035
130.825,-39.20,3.50,28.26,584.80,-35.3728327,149.1820303
130.881,-39.35,3.50,28.26,584.80,-35.3728327,149.1820303
130.921,-39.65,3.49,28.26,584.89,-35.3728184,149.1820565
130.985,-39.20,3.55,28.26,584.89,-35.3728184,149.1820565
131.025,-38.87,3.59,28.24,584.98,-35.3728035,149.1820821
131.081,-39.36,3.56,28.24,584.98,-35.3728035,149.1820821
131.121,-39.48,3.58,28.22,585.08,-35.3727880,149.1821070
131.185,-38.86,3.66,28.22,585.08,-35.3727880,149.1821070
131.225,-38.79,3.67,28.21,585.19,-35.3727719,149.1821313
131.281,-39.18,3.66,28.21,585.19,-35.3727719,149.1821313
131.321,-39.05,3.71,28.21,585.31,-35.3727552,149.1821549
131.385,-38.89,3.74,28.21,585.31,-35.3727552,149.1821549
131.425,-38.99,3.74,28.21,585.42,-35.3727379,149.1821778
131.481,-38.83,3.79,28.21,585.42,-35.3727379,149.1821778
131.521,-38.88,3.84,28.19,585.56,-35.3727202,149.1822000
131.585,-39.19,3.85,28.19,585.56,-35.3727202,149.1822000
131.625,-39.05,3.86,28.21,585.69,-35.3727019,149.1822215
131.681,-38.95,3.90,28.21,585.69,-35.3727019,149.1822215
131.721,-39.13,3.92,28.22,585.83,-35.3726832,149.1822421
131.785,-39.24,3.95,28.22,585.83,-35.3726832,149.1822421
131.825,-39.18,3.96,28.19,585.97,-35.3726639,149.1822622
131.881,-39.26,3.99,28.19,585.97,-35.3726639,149.1822622
131.921,-39.33,4.02,28.19,586.13,-35.3726443,149.1822813
131.985,-39.39,4.03,28.19,586.13,-35.3726443,149.1822813
132.025,-39.42,4.05,28.16,586.28,-35.3726241,149.1822998
132.081,-39.48,4.09,28.16,586.28,-35.3726241,149.1822998
132.121,-39.51,4.10,28.15,586.44,-35.3726036,149.1823174
132.185,-39.57,4.11,28.15,586.44,-35.3726036,149.1823174
132.225,-39.58,4.13,28.15,586.59,-35.3725827,149.1823342
132.281,-39.59,4.15,28.15,586.59,-35.3725827,149.1823342
132.321,-39.60,4.17,28.15,586.76,-35.3725614,149.1823501
132.385,-39.62,4.18,28.15,586.76,-35.3725614,149.1823501
132.425,-39.60,4.20,28.14,586.92,-35.3725396,149.1823653
132.481,-39.58,4.23,28.14,586.92,-35.3725396,149.1823653
132.521,-39.57,4.24,28.14,587.08,-35.3725176,149.1823795
132.585,-39.53,4.26,28.14,587.08,-35.3725176,149.1823795
132.625,-39.46,4.27,28.13,587.25,-35.3724952,149.1823929
132.681,-39.41,4.28,28.13,587.25,-35.3724952,149.1823929
132.721,-39.38,4.29,28.13,587.41,-35.3724725,149.1824053
132.785,-39.31,4.31,28.13,587.41,-35.3724725,149.1824053
132.825,-39.25,4.32,28.11,587.57,-35.3724494,149.1824168
132.881,-39.19,4.34,28.11,587.57,-35.3724494,149.1824168
132.921,-39.15,4.35,28.10,587.73,-35.3724262,149.1824273
132.985,-39.10,4.36,28.10,587.73,-35.3724262,149.1824273
133.025,-39.06,4.37,28.11,587.89,-35.3724026,149.1824370
133.081,-39.00,4.39,28.11,587.89,-35.3724026,149.1824370
133.121,-38.99,4.41,28.10,588.05,-35.3723788,149.1824456
133.185,-39.00,4.43,28.10,588.05,-35.3723788,149.1824456
133.225,-38.93,4.43,28.07,588.20,-35.3723548,149.1824533
133.281,-38.82,4.48,28.07,588.20,-35.3723548,149.1824533
133.321,-38.89,4.49,28.08,588.36,-35.3723306,149.1824600
133.385,-38.98,4.50,28.08,588.36,-35.3723306,149.1824600
133.425,-38.79,4.53,28.07,588.51,-35.3723062,149.1824658
133.481,-38.65,4.56,28.07,588.51,-35.3723062,149.1824658
133.521,-38.90,4.57,28.05,588.65,-35.3722818,149.1824705
133.585,-38.94,4.59,28.05,588.65,-35.3722818,149.1824705
133.625,-38.49,4.65,28.04,588.80,-35.3722571,149.1824743
133.681,-38.42,4.67,28.04,588.80,-35.3722571,149.1824743
133.721,-38.94,4.65,28.04,588.94,-35.3722324,149.1824770
133.785,-38.69,4.68,28.04,588.94,-35.3722324,149.1824770
133.825,-37.81,4.77,28.03,589.08,-35.3722076,149.1824788
133.881,-37.99,4.78,28.03,589.08,-35.3722076,149.1824788
133.921,-38.87,4.72,28.01,589.21,-35.3721828,149.1824795
133.985,-38.10,4.79,28.01,589.21,-35.3721828,149.1824795
134.025,-36.96,4.89,28.00,589.34,-35.3721580,149.1824792
134.081,-37.35,4.86,28.00,589.34,-35.3721580,149.1824792
134.121,-37.81,4.85,28.01,589.47,-35.3721332,149.1824778
134.185,-37.24,4.92,28.01,589.47,-35.3721332,149.1824778
134.225,-36.78,4.95,28.03,589.60,-35.3721084,149.1824754
134.281,-36.60,4.97,28.03,589.60,-35.3721084,149.1824754
134.321,-36.53,4.99,28.04,589.72,-35.3720837,149.1824720
134.385,-36.18,5.05,28.04,589.72,-35.3720837,149.1824720
134.425,-35.86,5.07,28.05,589.84,-35.3720591,149.1824676
134.481,-35.45,5.12,28.05,589.84,-35.3720591,149.1824676
134.521,-35.19,5.16,28.04,589.96,-35.3720346,149.1824621
134.585,-34.70,5.22,28.04,589.96,-35.3720346,149.1824621
134.625,-34.34,5.25,28.03,590.07,-35.3720102,149.1824556
134.681,-33.77,5.32,28.03,590.07,-35.3720102,149.1824556
134.721,-33.37,5.37,28.04,590.18,-35.3719861,149.1824479
134.785,-32.72,5.44,28.04,590.18,-35.3719861,149.1824479
134.825,-32.25,5.49,28.01,590.29,-35.3719622,149.1824392
134.881,-31.52,5.58,28.01,590.29,-35.3719622,149.1824392
134.921,-31.01,5.65,28.02,590.40,-35.3719386,149.1824293
134.985,-30.17,5.75,28.02,590.40,-35.3719386,149.1824293
135.025,-29.60,5.82,28.01,590.51,-35.3719152,149.1824185
135.081,-28.71,5.94,28.01,590.51,-35.3719152,149.1824185
135.121,-28.08,6.01,27.99,590.62,-35.3718921,149.1824066
135.185,-27.08,6.12,27.99,590.62,-35.3718921,149.1824066
135.225,-26.39,6.22,28.01,590.74,-35.3718694,149.1823938
135.281,-25.33,6.37,28.01,590.74,-35.3718694,149.1823938
135.321,-24.58,6.47,27.99,590.87,-35.3718471,149.1823799
135.385,-23.39,6.63,27.99,590.87,-35.3718471,149.1823799
135.425,-22.61,6.74,28.02,591.00,-35.3718251,149.1823651
135.481,-21.41,6.93,28.02,591.00,-35.3718251,149.1823651
135.521,-20.56,7.05,28.04,591.15,-35.3718036,149.1823493
135.585,-19.30,7.26,28.04,591.15,-35.3718036,149.1823493
135.625,-18.51,7.40,28.04,591.31,-35.3717825,149.1823326
135.681,-17.20,7.62,28.04,591.31,-35.3717825,149.1823326
135.721,-16.29,7.77,28.05,591.48,-35.3717619,149.1823151
135.785,-15.09,8.02,28.05,591.48,-35.3717619,149.1823151
135.825,-14.28,8.18,28.05,591.67,-35.3717417,149.1822968
135.881,-12.78,8.45,28.05,591.67,-35.3717417,149.1822968
135.921,-11.89,8.63,28.04,591.88,-35.3717220,149.1822778
135.985,-10.89,8.90,28.04,591.88,-35.3717220,149.1822778
136.025,-9.89,9.09,28.07,592.11,-35.3717027,149.1822580
136.081,-8.14,9.39,28.07,592.11,-35.3717027,149.1822580
136.121,-7.64,9.58,28.07,592.37,-35.3716839,149.1822376
136.185,-6.71,9.86,28.07,592.37,-35.3716839,149.1822376
136.225,-5.09,10.08,28.09,592.65,-35.3716655,149.1822167
136.281,-3.68,10.41,28.09,592.65,-35.3716655,149.1822167
136.321,-3.95,10.57,28.07,592.96,-35.3716477,149.1821951
136.385,-1.93,10.84,28.07,592.96,-35.3716477,149.1821951
136.425,0.37,11.09,28.08,593.31,-35.3716301,149.1821732
136.481,-0.43,11.40,28.08,593.31,-35.3716301,149.1821732
136.521,-0.74,11.49,28.10,593.68,-35.3716130,149.1821508
136.585,3.88,11.75,28.10,593.68,-35.3716130,149.1821508
136.625,4.84,12.07,28.11,594.09,-35.3715963,149.1821281
136.681,3.83,12.30,28.11,594.09,-35.3715963,149.1821281
136.721,5.09,12.37,28.12,594.52,-35.3715799,149.1821050
136.785,6.80,12.69,28.12,594.52,-35.3715799,149.1821050
136.825,7.13,12.89,28.11,594.99,-35.3715639,149.1820816
136.881,8.19,13.03,28.11,594.99,-35.3715639,149.1820816
136.921,9.00,13.18,28.09,595.48,-35.3715481,149.1820580
136.985,9.89,13.45,28.09,595.48,-35.3715481,149.1820580
137.026,10.55,13.52,28.09,595.99,-35.3715327,149.1820341
137.081,11.60,13.64,28.09,595.99,-35.3715327,149.1820341
137.121,12.24,13.80,28.09,596.52,-35.3715175,149.1820099
137.185,13.20,13.93,28.09,596.52,-35.3715175,149.1820099
137.225,13.83,13.94,28.10,597.06,-35.3715026,149.1819855
137.281,14.77,14.04,28.10,597.06,-35.3715026,149.1819855
137.321,15.38,14.13,28.14,597.62,-35.3714880,149.1819608
137.385,16.30,14.15,28.14,597.62,-35.3714880,149.1819608
137.425,16.89,14.13,28.18,598.19,-35.3714736,149.1819359
137.481,17.77,14.19,28.18,598.19,-35.3714736,149.1819359
137.521,18.35,14.21,28.23,598.77,-35.3714593,149.1819108
137.585,19.20,14.13,28.23,598.77,-35.3714593,149.1819108
137.625,19.74,14.11,28.29,599.36,-35.3714453,149.1818855
137.681,20.57,14.08,28.29,599.36,-35.3714453,149.1818855
137.721,21.11,14.02,28.33,599.95,-35.3714315,149.1818599
137.785,21.88,13.92,28.33,599.95,-35.3714315,149.1818599
137.825,22.39,13.87,28.36,600.54,-35.3714179,149.1818341
137.881,23.15,13.74,28.36,600.54,-35.3714179,149.1818341
137.921,23.64,13.63,28.44,601.13,-35.3714044,149.1818081
137.985,24.33,13.50,28.44,601.13,-35.3714044,149.1818081
138.025,24.77,13.40,28.49,601.71,-35.3713911,149.1817819
138.081,25.43,13.22,28.49,601.71,-35.3713911,149.1817819
138.121,25.87,13.10,28.58,602.28,-35.3713779,149.1817554
138.185,26.44,12.94,28.58,602.28,-35.3713779,149.1817554
138.225,26.81,12.80,28.66,602.85,-35.3713648,149.1817287
138.281,27.40,12.60,28.66,602.85,-35.3713648,149.1817287
138.321,27.73,12.47,28.71,603.40,-35.3713519,149.1817018
138.385,28.16,12.27,28.71,603.40,-35.3713519,149.1817018
138.425,28.51,12.12,28.78,603.93,-35.3713390,149.1816747
138.481,29.01,11.89,28.78,603.93,-35.3713390,149.1816747
138.521,29.20,11.74,28.86,604.45,-35.3713263,149.1816473
138.585,29.55,11.47,28.86,604.45,-35.3713263,149.1816473
138.625,29.92,11.30,28.96,604.95,-35.3713136,149.1816198
138.681,30.20,11.06,28.96,604.95,-35.3713136,149.1816198
138.721,30.29,10.89,29.06,605.44,-35.3713010,149.1815921
138.785,30.78,10.63,29.06,605.44,-35.3713010,149.1815921
138.825,31.06,10.46,29.15,605.90,-35.3712885,149.1815641
138.881,31.02,10.19,29.15,605.90,-35.3712885,149.1815641
138.921,31.31,9.99,29.23,606.34,-35.3712760,149.1815360
138.985,31.96,9.72,29.23,606.34,-35.3712760,149.1815360
139.025,31.64,9.61,29.30,606.76,-35.3712637,149.1815077
139.081,31.65,9.27,29.30,606.76,-35.3712637,149.1815077
139.121,32.24,9.01,29.39,607.15,-35.3712513,149.1814792
139.185,32.26,8.82,29.39,607.15,-35.3712513,149.1814792
139.225,32.16,8.66,29.45,607.53,-35.3712391,149.1814505
139.281,32.61,8.35,29.45,607.53,-35.3712391,149.1814505
139.321,32.75,8.18,29.54,607.87,-35.3712269,149.1814216
139.385,32.75,7.95,29.54,607.87,-35.3712269,149.1814216
139.425,32.89,7.75,29.62,608.20,-35.3712147,149.1813926
139.481,33.11,7.49,29.62,608.20,-35.3712147,149.1813926
139.521,33.16,7.34,29.70,608.50,-35.3712027,149.1813634
139.585,33.26,7.09,29.70,608.50,-35.3712027,149.1813634
139.625,33.36,6.90,29.78,608.78,-35.3711906,149.1813340
139.681,33.48,6.67,29.78,608.78,-35.3711906,149.1813340
139.721,33.54,6.52,29.87,609.04,-35.3711786,149.1813046
139.785,33.65,6.27,29.87,609.04,-35.3711786,149.1813046
139.825,33.72,6.10,29.95,609.27,-35.3711667,149.1812750
139.881,33.82,5.89,29.95,609.27,-35.3711667,149.1812750
139.921,33.88,5.75,30.03,609.48,-35.3711547,149.1812453
139.985,33.95,5.54,30.03,609.48,-35.3711547,149.1812453
140.025,33.99,5.40,30.10,609.67,-35.3711428,149.1812155
140.081,34.07,5.20,30.10,609.67,-35.3711428,149.1812155
140.121,34.11,5.07,30.17,609.84,-35.3711309,149.1811856
140.185,34.18,4.88,30.17,609.84,-35.3711309,149.1811856
140.225,34.22,4.75,30.23,609.99,-35.3711190,149.1811556
140.281,34.30,4.58,30.23,609.99,-35.3711190,149.1811556
140.321,34.34,4.46,30.26,610.11,-35.3711071,149.1811255
140.385,34.37,4.29,30.26,610.11,-35.3711071,149.1811255
140.425,34.40,4.18,30.32,610.22,-35.3710952,149.1810954
140.481,34.46,4.03,30.32,610.22,-35.3710952,149.1810954
140.521,34.49,3.93,30.35,610.31,-35.3710833,149.1810653
140.585,34.51,3.78,30.35,610.31,-35.3710833,149.1810653
